logWeight,logLikelihood,parameter1,parameter2,parameter3,parameter4
-515.526460340225,-510.6162943209,4.38202909750684,19.0919037093802,0.0239399708067074,84.0816666930529
-509.549626017634,-504.629459998309,4.43793431788744,21.4127647290857,0.0106624962878357,47.2009014934419
-480.986323597429,-476.056157578104,4.71108479369338,13.8516627677029,0.014616244395972,88.8475876540907
-478.769812283534,-473.829646264209,1.22911531953664,20.2204526341523,0.0509210937162463,42.1324480252218
-459.038218974034,-454.088052954709,4.92879957966904,21.0109808892479,0.0143115649494206,95.9301406683696
-454.624019464794,-449.663853445469,5.44626095076536,22.9903967157486,0.0786518904863706,20.6277007187094
-438.506414079797,-433.536248060472,3.46330191155875,15.1962262608638,0.0889338659273987,89.9614244543547
-423.136385282698,-418.156219263373,2.99310485352896,19.1110125672833,0.088014639141794,0.112578198246363
-420.990303793789,-416.000137774464,5.32441167871035,13.5201434579677,0.00415407084663281,54.8226068065647
-420.311078750907,-415.310912731582,1.53647805974187,14.6313861835338,0.0614895554697745,50.0795402541812
-419.980956700235,-414.97079068091,6.82311249824602,19.2178529319782,0.0829271572267703,2.71572174909365
-415.738296756926,-410.718130737601,5.38033032424265,13.5115332419555,0.017622865874268,26.1926064966485
-413.814016176055,-408.78385015673,5.40196598521151,15.531488028116,0.0258234061276664,37.1044058531988
-409.361673368121,-404.321507348796,5.45088999554056,15.5944658753169,0.0140191703801831,64.310650333263
-368.780221480195,-363.73005546087,5.91268762723015,15.4934000766468,0.0358509016536708,83.8744024806051
-368.48065226459,-363.420486245265,11.3991415117082,20.8206611014178,0.0434847786931076,9.37460202063495
-361.247858119465,-356.17769210014,7.74748484338311,23.3867172800404,0.0460364534674031,13.3303246852619
-361.257411531141,-356.177245511816,6.00282329951493,14.3505059405115,0.0574556998170326,76.5100554818791
-357.381012723154,-352.290846703829,0.144063548006505,19.1880841471579,0.0754294086693305,38.6741576524053
-330.132006845333,-325.031840826008,6.39161702038669,17.9133172800097,0.00598073225625882,73.5376613967623
-329.470695840751,-324.360529821426,1.90452162378982,21.9380425992581,0.0793693671719675,39.5971363612607
-323.3734863357,-318.253320316375,6.43391883963763,19.8601616417932,0.00893937748024345,12.3041972139308
-315.881834729836,-310.751668710511,3.7414107777494,15.4288512476883,0.0562374672391089,50.6368994439946
-313.967643677296,-308.827477657971,2.59726580103317,20.0534512073018,0.0613521957872705,14.8652989149177
-313.464729755644,-308.31456373632,0.174581372417762,15.024312262759,0.0821478062334317,28.8302475669719
-313.08999797603,-307.929831956705,6.61819729376144,13.8290378820869,0.0167914111913151,71.7355366449403
-310.490965976142,-305.320799956817,2.29915048270718,20.6393399868064,0.0871285559954066,38.7307139274354
-304.701646729998,-299.521480710673,5.69631253336545,21.2935393192174,0.0530342517216841,13.0611389083267
-301.519163234128,-296.328997214803,6.77788972948222,15.5776928613334,0.010868257468211,20.1614150721253
-298.623580040797,-293.423414021472,13.4074851207008,22.5661342485149,0.04340738194722,23.4958414082279
-292.573390218165,-287.36322419884,6.90543097231595,19.6867791931803,0.0412681293760188,75.5976464532508
-283.88336836413,-278.663202344805,7.03248162094544,14.5174016949015,0.0275534626587426,96.8366663728535
-279.845476691036,-274.615310671711,7.09218645280963,13.7676018442874,0.0204587405960455,30.1093907925698
-279.563940799756,-274.323774780431,7.90383170256632,23.1513780040685,0.0669303084651071,30.3013614711322
-279.209370423982,-273.959204404657,3.23452989706878,17.7595817706705,0.0354068218024675,27.2925965331188
-279.005379340394,-273.745213321069,7.10592369636247,15.9916808060236,0.0210193709338322,73.7706732626126
-275.202065414709,-269.931899395385,1.70003280137421,13.6713447953015,0.070525079411572,44.1068567966784
-274.594333904038,-269.314167884713,0.905373213457144,17.4635444824125,0.0515375336893478,7.55653379967807
-271.398362662486,-266.108196643161,7.22246444045767,15.5859952411889,0.0198468230720021,41.1065792871617
-270.732402829681,-265.432236810356,9.86711506239164,16.9795984448771,0.0758686721033495,4.94613817227748
-263.339366726322,-258.029200706997,2.07078448302881,13.7417068746523,0.0257489222086667,13.6642268687042
-253.137411083542,-247.817245064218,3.51185285943742,23.4344669325655,0.0461175676620003,20.4364600156759
-252.728300933773,-247.398134914449,2.48547688923125,17.5076898957566,0.0828111964428977,20.8105611226831
-246.642478119672,-241.302312100347,13.1862326058242,18.8626591681258,0.085970454356915,35.2868709386687
-246.231328911176,-240.881162891851,2.15094465551005,15.7306651750695,0.0427840684529873,26.9181198140341
-240.415664980543,-235.055498961218,6.27438861122794,14.0259959679739,0.0846757254222082,88.4119152099513
-233.177622451944,-227.80745643262,7.48803726909852,13.7525585012959,0.0582506941037158,67.3172586607175
-230.295191371153,-224.915025351828,7.91570088887816,23.1085728247753,0.0494536223265344,89.9714794633137
-230.293447365512,-224.903281346187,7.91591735890993,23.4586116795071,0.0591651588958797,84.3741954606883
-229.485022295045,-224.084856275721,7.93105289493938,14.2539517011453,0.0163139812145199,66.7657147994448
-224.163435061866,-218.753269042541,8.03126203409782,13.414691488351,0.0232790916389502,39.6145495762746
-221.167788762769,-215.747622743444,7.11351707022309,16.8306437425844,0.0433474650226403,46.5438342505032
-219.167099072767,-213.736933053443,8.12826155331442,23.8042902151561,0.00245871054557142,37.4078442790792
-213.643984582923,-208.203818563598,3.5575449963631,14.4251448392933,0.0773250222492188,58.8716838669467
-213.346565987648,-207.896399968323,8.24482802973112,19.5305133272457,0.0537758313542356,78.6191031388292
-213.280560194798,-207.820394175473,3.38311397377769,23.6389737854185,0.0449419710821577,31.9730095228895
-209.201683771731,-203.731517752406,0.265600206706695,15.9474449540825,0.0206813200169825,2.62477387955675
-209.181630481107,-203.701464461782,6.58536422558318,13.7839412777192,0.0758370799403785,76.7027599539053
-208.050964030425,-202.560798011101,8.35508281737487,13.6545999613142,0.032118026756877,90.9003203840421
-207.302737245326,-201.802571226001,2.42062398791979,17.8226388703229,0.0899075685039581,52.8997328393595
-202.162288711371,-196.652122692047,6.61966977901647,21.0202507116014,0.0724819230676012,74.3043740957529
-201.786644529974,-196.266478510649,4.27801462579527,23.2503741512036,0.0856155873444889,67.1961476050935
-199.015392030662,-193.485226011337,4.23529727639491,16.418325174805,0.082136275024025,16.9523124283589
-198.485225720789,-192.945059701464,8.60118379535097,20.1010611289627,0.0615223348189961,22.4551164943675
-185.795037728217,-180.244871708892,8.86563003235256,17.7472906588175,0.00618400655755339,83.2697548483448
-181.798613680398,-176.238447661073,8.96813634644157,22.0997264633633,0.0187717133103469,76.9526485240044
-180.225683929333,-174.655517910008,5.91236073618432,17.6478135680316,0.0659847101372606,16.6979846680141
-179.554273099829,-173.974107080504,9.0279444760886,15.9580215025524,0.0524920623478627,92.6800890586252
-177.808289304687,-172.218123285362,5.19977289184482,23.978250189559,0.0704162999121562,60.7796376624894
-176.627380119232,-171.027214099907,3.01269261206323,14.0755062465604,0.0460376402330683,22.3563380629535
-173.437179814744,-167.827013795419,9.19810583512339,19.9432394772577,0.0632871155279833,93.9474063215877
-173.020711705198,-167.400545685873,9.210378756563,15.9909161635442,0.00998487235577631,65.6643266715534
-171.365102222643,-165.734936203319,9.25895345687339,15.0068800186725,0.024031221507652,69.4959633138194
-167.674699803986,-162.034533784661,11.1260075495571,21.6357882256077,0.0876247420807655,54.6211888752018
-164.206383213933,-158.556217194608,9.48119171328044,23.462198149635,0.00896705973465139,17.7587991238437
-161.49107197183,-155.830905952505,9.05806600401162,14.2780447670849,0.0532762841400706,61.589905568036
-161.434402595891,-155.764236576566,11.6507838077138,13.8573257298327,0.0363425756574003,0.775417704328467
-160.623204001289,-154.943037981964,9.6034792904631,17.0662191447031,0.0567274837159976,93.9567590350463
-158.61275505645,-152.922589037125,9.67501800164558,15.0797222381686,0.0038366103161785,13.0820638053748
-158.603334953615,-152.90316893429,9.67586900761642,17.4934212552001,0.0163237095217616,32.1271150588087
-158.600582889431,-152.890416870106,9.67633181153802,22.7832726407046,0.0330446401777327,68.2896476975512
-157.868893029798,-152.148727010473,9.55903037754845,15.0064763983049,0.0420957458181512,50.8098953948703
-156.277997963265,-150.54783194394,3.64890479640332,17.8839568324236,0.0698079347150164,45.2818686869677
-156.19443815665,-150.454272137325,13.2475885033809,16.0160664944571,0.0259757567966757,81.796746589396
-155.510137035383,-149.759971016058,8.69718167146176,16.3885884308423,0.0830204274103028,93.5443427917642
-154.355116669316,-148.594950649991,13.2759416711944,16.834566251591,0.00134334395300935,1.96186517340349
-154.111268157978,-148.341102138654,9.84916877926358,20.3754666997121,0.0169558798493739,64.3477181410962
-152.905312534329,-147.125146515004,9.89850716116299,14.6243133832677,0.0540862466806212,87.575170970844
-151.900640239218,-146.110474219893,9.94086740589974,14.925169662972,0.000315532819588452,83.995360773379
-150.330819609256,-144.530653589931,9.80500746251595,15.7993344497314,0.0808664366243881,19.3491301151781
-149.734540635156,-143.924374615831,10.0360593638137,13.9608212501909,0.0192379077702616,30.5833971444978
-148.976245358521,-143.156079339196,12.9492768199607,23.7629486861764,0.00870142892451827,14.5254682057082
-148.43261097199,-142.602444952665,12.9172471373443,22.3720023233297,0.0171464305187236,53.5083085130969
-147.951531542195,-142.11136552287,10.120363673584,23.5250133331109,0.0270421890415127,81.4008373697199
-147.801005531644,-141.950839512319,12.8862817922616,17.2689221747928,0.00702878948491243,23.3736454454787
-145.484665471258,-139.624499451933,10.2447897971775,17.4117234567685,0.0126600911518143,36.382184482055
-144.29294531521,-138.422779295885,10.3095395474803,21.1364114888132,0.0398898192823501,84.1088216645527
-144.018114072125,-138.1379480528,10.0008546125181,17.8077755308444,0.0445002940350249,14.9294335863112
-141.970584857488,-136.080418838163,10.447054669356,20.4832075011366,0.0377758449838474,81.4076529744944
-140.982320860041,-135.082154840716,10.2408714485181,21.8256457402969,0.0564437128707128,67.7099552017538
-140.799346486025,-134.8891804667,12.6349956390804,13.7187062885807,0.0561841392886459,67.0854777380047
-140.780211203655,-134.86004518433,5.74525947481546,20.9557041703738,0.0549610702316171,47.0567152479842
-140.722835765154,-134.792669745829,12.4834761071993,18.0650509162597,0.00145192579834274,12.7475527749354
-140.71334207338,-134.773176054055,12.4821411587044,21.0855927013973,0.042081432142284,68.7293896058419
-140.338106429826,-134.387940410501,10.5587446803543,21.7828745057786,0.0127502794962384,95.4648521391326
-140.325848203365,-134.365682184041,10.5603013109252,17.4567902070059,0.0543681293710918,85.2844949211705
-139.549309457918,-133.579143438593,12.3972840037472,21.4021329139872,0.00750450986640122,69.4751367285964
-139.532171059483,-133.552005040159,12.3952611091318,21.0060074431418,0.0146111501611387,52.6914783045798
-139.147104044106,-133.156938024782,12.3652729958009,18.7118104216307,0.00153433333493142,94.7232967226255
-139.088443674468,-133.088277655143,10.654384324451,17.9763613805026,0.020805246834476,94.5157742314229
-139.057928594104,-133.047762574779,10.6575377798537,14.5806220466247,0.0108591422061667,26.6396048448468
-138.797137916275,-132.77697189695,7.58183728954487,20.4203227085251,0.0708459844729062,70.6194386726963
-138.285517108871,-132.255351089546,12.2925723172828,21.1966720394855,0.0707019412897293,95.3498658693134
-136.884296175128,-130.844130155803,12.1627494107371,16.5617795711176,0.000153476239507014,69.5438003117071
-136.609242334568,-130.559076315243,12.1332700416411,24.0348679050609,0.0234791145631841,95.2997042262769
-136.33254804435,-130.272382025025,10.9121884028425,21.8028656980463,0.0175379372019223,47.2103842212214
-136.279803977079,-130.209637957755,10.9192188790474,17.3980577039985,0.0153528181797003,55.7177472699172
-135.55926336922,-129.479097349895,11.008316267774,14.156177510355,0.0441995182723734,76.9445220948937
-135.405706524521,-129.315540505197,12.924388190706,14.8092249298722,0.0885693936920318,47.2482070029671
-135.346565239964,-129.246399220639,11.0402530173618,18.8285495528617,0.0366387387764667,61.1139851125965
-135.331284456194,-129.221118436869,11.0438546242526,18.0261612666264,0.0560549827657798,81.3834132463204
-135.328605627411,-129.208439608086,11.0456709108109,21.109146206264,0.056237721293686,80.7498934354088
-135.095456873767,-128.965290854442,11.0820216060754,20.8010448293532,0.00344489849247827,79.5763439960156
-134.821999632483,-128.681833613158,11.8855747027654,24.1020088037963,0.0660795075292651,90.3109726261663
-134.49773142331,-128.347565403985,4.34486063593539,13.7159469644665,0.0842966530082377,49.4681894416955
-134.456752753552,-128.296586734227,11.8106739950761,16.9609945088724,0.0061085645241107,84.3970282116521
-134.279523019994,-128.109357000669,8.1849407513355,17.6867083637969,0.0851437356121409,32.0663281709559
-133.902075343833,-127.721909324508,11.6334360602575,19.1845557086313,0.0123946569443003,30.9701924989083
-133.905475643846,-127.715309624521,11.3844152632419,14.6872483317272,0.0371392580054203,95.7344995680367
-133.912832735622,-127.712666716297,11.6284874662675,13.9595155012841,0.0371743681755307,68.4964327591615
-133.904931540084,-127.694765520759,11.6182789109517,19.1345564566101,0.000198165177740083,83.4048548403879
-133.902649910545,-127.68248389122,11.6106944247351,17.1627516910274,0.0164029334165593,66.6302250826003
-133.877385092003,-127.647219072678,11.5849073533489,16.2914500827784,0.0261362505447065,76.4523847789052
-133.874705847016,-127.634539827692,11.5808729156945,20.6208857835446,0.0067351699188019,15.3596608597946
-133.85737155978,-127.607205540455,11.4799741596885,15.5476138692976,0.0359962149835573,77.8052855537051
-133.360600867635,-127.10043484831,11.3813292052861,22.9668728226036,0.0647335195875197,79.8787280355246
-132.333740547945,-126.06357452862,13.1595762347852,21.78317540299,0.0701508504373941,72.2510407909968
-132.192026803907,-125.911860784582,12.0452190340347,21.1432048425011,0.0592434220475761,70.9572803741465
-132.125508772766,-125.835342753441,10.4248865429491,13.7264875329395,0.0866809360142748,13.215753570418
-131.695239238677,-125.395073219352,13.4112777276216,19.8725720085617,0.0569808013644524,53.6963104028168
-131.245204836352,-124.935038817027,12.9326581622336,14.514702816374,0.0694293664566978,67.6619522373243
-131.099619816587,-124.779453797262,12.7072412489876,13.5555278998956,0.0473425667220852,41.047041659444
-131.06106613606,-124.730900116735,7.50681771351997,18.1901289047856,0.0697741086550491,27.2268565791553
-130.759718303056,-124.419552283731,7.55143199719736,15.893689003041,0.0799402302670576,21.2383126016998
-130.752962666061,-124.402796646736,12.8792298745373,22.8743670537966,0.0807198887293119,90.4151286189716
-130.581443356021,-124.221277336696,12.0024998983615,23.0541490103504,0.0770477743040932,91.8260380294411
-130.109285692956,-123.739119673631,4.39357446253887,14.1721130103083,0.0673219558341033,34.3801785176916
-129.801359414171,-123.421193394846,11.5119734319473,17.9010853360483,0.0541967611156105,64.9132200771472
-129.747451260467,-123.357285241143,6.18521348840593,15.6806774728066,0.010507461232868,5.53056140765156
-129.160453462684,-122.760287443359,12.2172915831775,13.8036186619941,0.0614820312610575,69.665052699102
-128.077158859201,-121.666992839877,9.5289618529177,23.8658142298344,0.0801295817972131,59.1296799635002
-127.200439985605,-120.780273966281,12.657894519698,16.5965517117264,0.0459007459492768,50.7607295283584
-127.160902793957,-120.730736774633,7.31168436687392,16.2963224419862,0.00467965996927622,1.43061281831432
-126.983200755564,-120.543034736239,12.0888921799132,23.4271236371628,0.0704882835984905,82.5507722905146
-126.952629268009,-120.502463248684,7.0467557862498,13.746397387032,0.0446383943472905,4.27881600148787
-126.609808944661,-120.149642925336,4.88573970309011,17.6658024049181,0.0594554868559415,28.0269877083025
-126.351352983614,-119.881186964289,13.0418806027103,21.4449335582533,0.0650372200400998,65.8087832074855
-123.970203721171,-117.490037701846,8.21206914496272,19.586527670144,0.0117861581061674,9.69962864158548
-123.783812296305,-117.29364627698,5.09217785304085,16.2408824937671,0.03878057348798,10.5395962481719
-122.919114245688,-116.418948226363,12.2987350677537,13.4461698040515,0.0680630005451851,66.2089134599258
-122.805036547264,-116.294870527939,7.92246011081396,18.0617466299067,0.0631783924500913,62.3447078780319
-122.243461772741,-115.723295753416,8.77002825911303,18.4494729317002,0.0595886065755337,24.6010239271471
-121.949580063293,-115.419414043968,6.40982824649485,19.8820702302889,0.0867212440093887,49.0833260305521
-121.774560376857,-115.234394357532,9.84559474717847,22.4968794536304,0.0468695750562499,51.5599948271243
-120.374511707907,-113.824345688582,11.2028609781971,16.1490629305918,0.0776749527463156,90.1059042035624
-119.559077079625,-112.9989110603,11.8081186849884,15.2901883117738,0.0799671737002209,90.9143700210821
-119.071694799894,-112.501528780569,6.61446403669134,18.7163554232167,0.0871956465077313,44.337691576021
-118.673790129536,-112.093624110211,8.19129950424087,14.894660396303,0.0827860798830675,21.2732282996112
-118.673418510658,-112.083252491333,5.341514182153,14.0520923059021,0.0380487660520999,8.15048871421203
-118.402176674386,-111.802010655061,12.5736222620902,17.2917434200053,0.0677114563178154,73.2074254430143
-118.393778706652,-111.783612687328,7.1958477765143,13.9718334295849,0.0410129571775188,35.8019672247328
-117.416303850807,-110.796137831482,5.24829180474773,20.3426797574442,0.0675937178750227,45.3350990520395
-116.798410432991,-110.168244413666,12.2540454853395,13.8770826559375,0.0854594782243933,51.0999720698405
-115.643569893578,-109.003403874253,6.12594611161785,22.0827475452907,0.0697003218917749,49.6299381497023
-113.67712331379,-107.026957294465,8.86542294025301,20.2099276858814,0.0803501786712753,83.5556574307765
-113.61174238584,-106.951576366515,9.35842300340281,18.0506031079949,0.0835629926402168,37.600615587693
-112.626885177201,-105.956719157876,8.63356091690971,21.0230692360241,0.0444769169366754,23.5007597320695
-112.436358939697,-105.756192920372,6.83182314194683,14.1140393778025,0.0804895152880524,21.3849463055376
-111.423334849511,-104.733168830186,12.7080190900318,20.0510219644922,0.015052131400612,13.7417707177959
-110.207452276244,-103.507286256919,6.55068466659745,20.7094756328733,0.0834995237462311,74.1785515947593
-109.699085968766,-102.988919949441,7.03423928565217,17.2181791052034,0.0400361701138018,12.7971169986666
-109.502985616761,-102.782819597436,10.5089444688639,14.4985248927013,0.0793456189887507,86.7185978547318
-109.091451781991,-102.361285762667,12.1514335567774,17.942332603446,0.0423923253167082,26.8055827040402
-108.135690565155,-101.395524545831,12.7969168467257,17.0988140927503,0.0839890355207069,78.6286983593352
-107.142975198005,-100.39280917868,12.1441786585684,20.6891940875135,0.0511234921484464,54.2111969888545
-106.371322346675,-99.6111563273505,5.8319924285701,20.2529076594285,0.0372116114283305,17.4253604331603
-106.328686457763,-99.5585204384379,7.77590982123707,21.9159439195179,0.0337198881811251,30.5553344135096
-105.009495673298,-98.2293296539729,12.6913136758498,19.4893654751372,0.0632086591383506,60.1043898450615
-104.767521326014,-97.9773553066893,5.57243508907089,17.8699779913112,0.0613920129382587,31.4169767018618
-104.573982810929,-97.7738167916041,10.266073156433,20.7179534493099,0.0664524425095442,42.7024047641454
-104.439653848103,-97.6294878287779,11.1413848882144,18.8287413157153,0.0878401965756819,55.342413538063
-103.149443362941,-96.3292773436165,5.97026902417672,15.7000176137353,0.0735254593823332,58.5978317780872
-102.404400259622,-95.5742342402975,12.0740473100349,18.7604175474186,0.0617391514051835,43.7930938828038
-101.840319193332,-95.0001531740074,6.71653829353689,19.136349682298,0.0624917112283569,32.9420975311052
-101.787374794478,-94.9372087751536,5.08506752119489,17.6924114874713,0.038143996583921,16.7325670001883
-101.749435563046,-94.8892695437207,4.57785553361479,19.7487956732479,0.0296251874981248,14.3852912464745
-100.764997738749,-93.8948317194244,11.9287176507026,14.0350800068852,0.0336369220441117,23.235985846206
-100.470288163137,-93.5901221438122,12.2223194408462,22.5630096837247,0.0575399248955507,55.2752726757157
-100.040234715367,-93.1500686960422,11.7531413927319,14.8111132900987,0.082438942894993,43.9423315481082
-99.9681843498708,-93.0680183305459,6.62928627233797,20.9251324172694,0.01133133528558,6.00376201622232
-99.6477935231559,-92.737627503831,6.84874217463999,22.616157006592,0.0527826195059077,45.0885311649638
-99.5374598174658,-92.6172937981409,5.55038542502849,15.4841604770866,0.0789495573873053,35.12001963595
-99.5460714417367,-92.6159054224118,11.9019719438591,23.4469687605921,0.0453958428751652,37.7202155137501
-99.380654341649,-92.4404883223242,12.3543918244576,15.8579427789494,0.0286027573546247,20.1859289189391
-99.0345576425885,-92.0843916232636,10.4161804023263,13.5476548559167,0.081385687378692,28.8806078108038
-96.8989869146979,-89.9388208953731,11.185688769518,17.2461799912054,0.0739752158108371,79.0718742728644
-96.1763761466966,-89.2062101273717,7.38154343222446,24.0345935857669,0.0698549123641688,60.6842767372426
-94.9014039894427,-87.9212379701178,10.6713163288022,20.4569230613757,0.0349444481277362,35.8766875050047
-94.3233966103285,-87.3332305910036,6.35505870526026,22.9151235978728,0.0243771747184137,9.68883783929192
-93.7805068138327,-86.7803407945079,8.40575296245754,16.6205350650628,0.0864212853389144,37.0400484689327
-92.8026793195977,-85.7925133002728,11.6328042130962,22.4315973008747,0.0619690875531485,62.0030531276694
-92.8074919844272,-85.7873259651024,9.45460912592593,22.464086983001,0.0827303335270143,82.9239305948447
-92.6946137145224,-85.6644476951975,9.40538961444519,22.4959782795749,0.0496596975900647,33.4590729595932
-92.2156990226418,-85.1755330033169,8.86882486775688,17.5423121959146,0.0632722981538817,28.5196680293867
-91.9154911843539,-84.865325165029,8.13230871042749,13.9242327619986,0.0599186971413931,53.6538319557476
-91.4209018662199,-84.360735846895,8.64676953974494,15.8490915204417,0.0572650351269961,21.6111232694163
-90.7210204439681,-83.6508544246433,7.6472926064186,19.0491381879906,0.0641712245535297,34.9309415991686
-90.4651308552498,-83.384964835925,11.1694662515113,18.5225150017174,0.0658939130443927,42.1833525379412
-90.363398216341,-83.2732321970162,9.15830229298325,24.0513206278113,0.0548809615996794,53.7960883763876
-90.341510481902,-83.2413444625772,8.54009541400651,18.071137638869,0.0816993440932363,42.2141873537965
-90.1131578886173,-83.0029918692925,7.36897785536801,21.3871172106228,0.084899228785029,76.5019208942049
-89.9409930812345,-82.8208270619096,10.3651148549986,13.9436784418582,0.026200351072909,24.366645701453
-89.1180729657335,-81.9879069464087,8.03776914486286,18.8698910944668,0.0246910212010652,20.9363869643698
-88.3624995460665,-81.2223335267417,11.9606572761352,15.885428842678,0.044045786695504,30.8939703136089
-87.5918262130369,-80.441660193712,11.4771562456387,23.4944352243568,0.0502006248813656,49.416159851254
-86.9626135559191,-79.8024475365942,9.00656680903556,15.1612665682167,0.0706782991736079,27.9118905561065
-86.0141433973277,-78.8439773780028,12.2143655965003,17.8671377355612,0.0486827767464912,41.63405286385
-84.2072209227041,-77.0270549033793,10.4306697004713,22.4427794312358,0.0603925354009199,60.4279599299355
-84.0638839778278,-76.873717958503,4.9228035427884,19.7919896683104,0.0194499794972559,5.48950808478461
-84.0039555225345,-76.8037895032096,7.07011354223795,21.7267724993564,0.0740343027522989,58.8019301952274
-83.7291011033738,-76.518935084049,8.27317828644056,22.522345831918,0.0564348018356296,51.8872927878533
-83.5624360228191,-76.3422700034943,8.98121060628638,21.8872489091617,0.060236450173041,42.032024291098
-83.0458813586407,-75.8157153393159,6.4272243669681,19.2682066004777,0.0846659422916669,56.9169942750425
-82.6049091943284,-75.3647431750036,6.5934869638873,22.2541696340176,0.0229525733825267,16.0628795505135
-82.4546530341168,-75.2044870147919,10.1039373573075,15.2424138756154,0.0406700112182524,17.2447103961763
-82.3912254715832,-75.1310594522583,6.78083076519555,17.5394128926063,0.0707877899504566,59.3316690572662
-82.3729931963225,-75.1028271769977,8.18852697324594,14.4115685471714,0.0594959717833959,22.7668427924213
-82.1703812003165,-74.8902151809916,6.23362775206376,14.0189634378313,0.0191400214312563,4.88751282648292
-81.3065261068773,-74.0163600875524,8.76915786715563,17.7391116525581,0.0385726974465447,17.4801126217841
-81.1734805224045,-73.8733145030796,10.3981407568642,18.8885450024961,0.0747391492711023,47.5964165232624
-80.7851878730388,-73.475021853714,9.89356393848284,18.5756513313995,0.0104147730132761,2.14865305070927
-80.5865115063981,-73.2663454870733,9.78000039119317,19.5606523354153,0.0802632543459641,51.6906896097575
-79.2520279192948,-71.9218618999699,10.6231616093105,13.8438346778882,0.0808117891715252,49.5027403668095
-79.2506503365899,-71.9104843172651,10.7661781609945,14.5054620527477,0.0766258408157948,41.0267656068067
-78.785578521238,-71.4354125019132,10.8877972755463,13.8370899498441,0.0223781836793269,14.4366796056492
-78.2378377006483,-70.8776716813235,7.85408739572274,17.0041518984799,0.0758501811415744,68.781895955375
-78.108570481819,-70.7384044624942,10.445698235342,16.2189519062055,0.0836717403851306,44.3914901942369
-77.7636217040676,-70.3834556847427,9.44698594016397,16.6594823522544,0.0813413008363017,39.6237876930153
-77.767759537001,-70.3775935176762,7.16054546724257,15.2938364976084,0.085252516078903,70.7972738561337
-77.704348509908,-70.3041824905831,8.76392078629059,14.7338687037335,0.0771460681482383,70.9694045447732
-77.5428707787749,-70.1327047594501,11.3052966939133,15.0611982717408,0.0170300090256651,10.2286643672691
-76.6694151355221,-69.2492491161973,4.07461959600061,17.3130831005342,0.0121889218601098,0.561791793893595
-76.3572230925343,-68.9270570732095,10.4783353091327,21.4520089352421,0.0901012206710337,88.0313411752706
